?
Axis	Energy	Elements=	951

C:\Users\AG Wittstock\Documents\Iza\06_27.01.2017\PET_03\Polyanalyse.DATA\C1s Scan.VGD





Binding Energy (E)				C1s Scan A	C1s Scan B	C1s Scan C	C1s Scan D	Backgnd.	Envelope	Residuals	
eV		Counts / s  (Residuals × 2)		Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)
279.840		284.399		274.711	274.517	274.517	274.517	274.517	274.711	9.68851	
279.820		282.970		274.677	274.513	274.513	274.513	274.513	274.677	8.29302	
279.800		298.405		274.648	274.509	274.509	274.509	274.509	274.648	23.7574	
279.780		267.536		274.622	274.504	274.504	274.504	274.504	274.622	-7.08604	
279.760		248.099		274.599	274.501	274.501	274.501	274.501	274.599	-26.5002	
279.740		287.544		274.580	274.497	274.497	274.497	274.497	274.580	12.9634	
279.720		298.119		274.564	274.494	274.494	274.494	274.494	274.564	23.5552	
279.700		291.831		274.550	274.492	274.492	274.492	274.492	274.550	17.2807	
279.680		258.389		274.539	274.490	274.490	274.490	274.490	274.539	-16.1498	
279.660		246.384		274.528	274.487	274.487	274.487	274.487	274.528	-28.1439	
279.640		306.980		274.518	274.484	274.484	274.484	274.484	274.518	32.4618	
279.620		318.413		274.510	274.482	274.482	274.482	274.482	274.510	43.9032	
279.600		300.978		274.502	274.479	274.479	274.479	274.479	274.502	26.4751	
279.580		280.398		274.496	274.477	274.477	274.477	274.477	274.496	5.90192	
279.560		286.400		274.490	274.474	274.474	274.474	274.474	274.490	11.9104	
279.540		256.960		274.484	274.471	274.471	274.471	274.471	274.484	-17.5239	
279.520		281.827		274.479	274.468	274.468	274.468	274.468	274.479	7.34825	
279.500		272.395		274.474	274.465	274.465	274.465	274.465	274.474	-2.07936	
279.480		253.530		274.469	274.462	274.462	274.462	274.462	274.469	-20.9392	
279.460		260.676		274.465	274.459	274.459	274.459	274.459	274.465	-13.7889	
279.440		308.123		274.460	274.456	274.456	274.456	274.456	274.460	33.6628	
279.420		287.258		274.457	274.453	274.453	274.453	274.453	274.457	12.8007	
279.400		271.823		274.453	274.450	274.450	274.450	274.450	274.453	-2.63027	
279.380		275.253		274.450	274.447	274.447	274.447	274.447	274.450	0.803429	
279.360		274.967		274.447	274.444	274.444	274.444	274.444	274.447	0.520626	
279.340		298.405		274.444	274.442	274.442	274.442	274.442	274.444	23.9610	
279.320		311.267		274.442	274.441	274.441	274.441	274.441	274.442	36.8252	
279.300		267.250		274.440	274.439	274.439	274.439	274.439	274.440	-7.19046	
279.280		273.538		274.438	274.438	274.438	274.438	274.438	274.438	-0.900491	
279.260		274.110		274.437	274.436	274.436	274.436	274.436	274.437	-0.327045	
279.240		284.685		274.435	274.434	274.434	274.434	274.434	274.435	10.2503	
279.220		293.260		274.433	274.433	274.433	274.433	274.433	274.433	18.8269	
279.200		254.387		274.431	274.431	274.431	274.431	274.431	274.431	-20.0435	
279.180		290.116		274.428	274.428	274.428	274.428	274.428	274.428	15.6877	
279.160		252.958		274.426	274.426	274.426	274.426	274.426	274.426	-21.4681	
279.140		272.681		274.425	274.424	274.424	274.424	274.424	274.425	-1.74412	
279.120		288.687		274.423	274.423	274.423	274.423	274.423	274.423	14.2642	
279.100		281.541		274.421	274.421	274.421	274.421	274.421	274.421	7.12048	
279.080		280.398		274.419	274.419	274.419	274.419	274.419	274.419	5.97927	
279.060		279.255		274.417	274.417	274.417	274.417	274.417	274.417	4.83748	
279.040		262.105		274.417	274.417	274.417	274.417	274.417	274.417	-12.3118	
279.020		255.531		274.416	274.416	274.416	274.416	274.416	274.416	-18.8851	
279.000		272.109		0.000000	0.000000	0.000000	0.000000	0.000000	272.109	-3.11637e-005	
