?
Axis	Energy	Elements=	1361

C:\Users\AG Wittstock\Documents\Iza\06_27.01.2017\PET_03\Polyanalyse.DATA\Survey_3.VGD





Binding Energy (E)	
eV		Counts / s
694.000		51755.8	
693.000		52463.3	
692.000		53649.2	
691.000		51684.1	
690.000		52786.9	
689.000		54228.9	
688.000		51461.2	
687.000		51953.6	
686.000		53955.8	
685.000		54266.9	
684.000		53715.1	
683.000		52111.8	
682.000		52068.5	
681.000		50829.3	
680.000		52258.2	
679.000		51849.6	
678.000		52004.2	
677.000		52540.2	
676.000		51769.3	
675.000		51952.2	
674.000		51452.2	
673.000		54180.3	
672.000		51677.5	
671.000		52495.4	
670.000		51950.2	
669.000		52880.7	
668.000		52032.3	
667.000		53383.5	
666.000		53195.0	
665.000		52773.3	
664.000		52012.4	
663.000		53785.5	
662.000		52927.5	
661.000		54550.6	
660.000		52641.2	
659.000		52956.6	
658.000		53713.5	
657.000		52019.7	
656.000		53007.2	
655.000		53216.5	
654.000		53898.4	
653.000		54393.0	
652.000		53906.4	
651.000		53752.2	
650.000		54580.9	
649.000		53826.5	
648.000		53600.2	
647.000		53356.2	
646.000		53238.8	
645.000		54790.0	
644.000		56017.3	
643.000		55177.7	
642.000		55076.5	
641.000		55018.7	
640.000		53944.8	
639.000		53939.2	
638.000		55216.7	
637.000		55966.5	
636.000		53352.0	
635.000		55663.9	
634.000		55966.1	
633.000		54938.0	
632.000		55641.2	
631.000		55371.9	
630.000		55165.1	
629.000		54088.4	
628.000		54581.5	
627.000		54680.3	
626.000		56557.6	
625.000		55167.1	
624.000		55677.1	
623.000		55029.9	
622.000		54978.9	
621.000		54413.5	
620.000		53226.1	
619.000		54452.2	
618.000		54039.4	
617.000		56035.7	
616.000		56867.7	
615.000		54899.2	
614.000		54562.7	
613.000		55569.5	
612.000		57380.9	
611.000		56488.8	
610.000		56882.9	
609.000		55472.5	
608.000		55382.9	
607.000		56666.7	
606.000		56231.5	
605.000		57979.1	
604.000		54977.5	
603.000		55387.8	
602.000		55832.3	
601.000		55527.3	
600.000		56420.9	
599.000		55971.1	
598.000		55866.7	
597.000		55151.8	
596.000		55208.2	
595.000		55829.5	
594.000		56771.3	
593.000		56182.1	
592.000		57532.9	
591.000		56435.9	
590.000		56629.5	
589.000		55316.5	
588.000		55355.4	
587.000		56556.0	
586.000		56855.6	
585.000		56644.6	
584.000		55055.2	
583.000		57157.2	
582.000		56992.4	
581.000		56480.3	
580.000		56954.2	
579.000		58960.0	
578.000		57118.1	
577.000		55825.1	
576.000		55615.5	
575.000		57200.2	
574.000		55521.9	
573.000		54827.3	
572.000		55951.0	
571.000		57503.2	
570.000		57468.3	
569.000		55244.4	
568.000		55186.3	
567.000		53933.3	
566.000		55361.4	
565.000		55240.0	
564.000		56673.3	
563.000		57538.0	
562.000		59070.3	
561.000		58602.4	
560.000		59163.5	
559.000		60463.7	
558.000		60556.8	
557.000		59501.8	
556.000		57756.2	
555.000		57401.6	
554.000		57669.9	
553.000		57365.7	
552.000		56526.5	
551.000		54939.6	
550.000		53431.9	
549.000		50715.5	
548.000		50363.1	
547.000		48544.2	
546.000		47372.1	
545.000		45529.5	
544.000		43247.4	
543.000		40814.9	
542.000		40292.6	
541.000		40781.1	
540.000		41500.0	
539.000		41886.3	
538.000		44324.3	
537.000		48807.6	
536.000		55851.8	
535.000		77080.3	
534.000		121928.	
533.000		160394.	
532.000		149823.	
531.000		101046.	
530.000		51629.1	
529.000		33468.7	
528.000		29539.4	
527.000		29847.6	
526.000		28422.1	
525.000		27272.1	
524.000		27834.9	
523.000		27073.5	
522.000		26704.4	
521.000		27114.3	
520.000		27547.2	
519.000		28531.3	
518.000		27252.0	
517.000		28101.0	
516.000		27339.2	
515.000		27610.0	
514.000		27523.1	
513.000		27399.8	
512.000		28846.8	
511.000		29016.5	
510.000		28136.3	
509.000		27628.5	
508.000		27958.6	
507.000		29001.0	
506.000		28969.3	
505.000		28595.6	
504.000		28314.5	
503.000		28480.3	
502.000		27984.9	
501.000		28227.9	
500.000		28335.3	
499.000		27743.6	
498.000		28802.0	
497.000		29230.3	
496.000		29554.8	
495.000		28562.9	
494.000		28908.4	
493.000		28478.9	
492.000		27660.6	
491.000		27669.7	
490.000		28894.8	
489.000		29533.9	
488.000		30327.7	
487.000		29862.2	
486.000		29566.7	
485.000		28121.7	
484.000		28090.2	
483.000		27692.2	
482.000		29135.5	
481.000		29693.8	
480.000		29230.7	
479.000		28383.7	
478.000		28270.7	
477.000		29826.7	
476.000		29571.1	
475.000		29619.7	
474.000		28993.2	
473.000		28522.3	
472.000		28475.7	
471.000		28632.3	
470.000		28555.4	
469.000		29865.3	
468.000		29422.5	
467.000		29642.0	
466.000		29963.7	
465.000		29655.8	
464.000		28778.3	
